customer_id,total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender
29,27.02,27.02,0.0,1,1,42,M
51,1898.56,1898.56,0.0,1,1,21,Unknown
54,166.3,166.3,0.0,1,1,44,M
83,125.85,125.85,0.0,1,1,74,Unknown
90,18.16,18.16,0.0,1,1,20,M
105,76.82,76.82,0.0,1,1,27,M
110,231.57,231.57,0.0,1,1,49,F
123,169.44,169.44,0.0,1,1,75,M
132,129.93,129.93,0.0,1,1,20,F
154,12.85,12.85,0.0,1,1,34,M
183,82.04,82.04,0.0,1,1,29,F
238,48.11,48.11,0.0,1,1,30,M
247,165.62,165.62,0.0,1,1,28,M
268,414.07,414.07,0.0,1,1,70,M
270,952.45,952.45,0.0,1,1,39,M
332,90.1,90.1,0.0,1,1,50,M
351,616.82,616.82,0.0,1,1,25,F
376,387.2,387.2,0.0,1,1,40,M
381,13.29,13.29,0.0,1,1,29,M
417,172.07,172.07,0.0,1,1,29,Unknown
427,119.49,119.49,0.0,1,1,57,F
435,168.26,168.26,0.0,1,1,23,M
440,148.52,148.52,0.0,1,1,67,Unknown
443,42.16,42.16,0.0,1,1,66,M
444,154.71,154.71,0.0,1,1,28,F
471,66.28,66.28,0.0,1,1,50,F
489,179.52,179.52,0.0,1,1,60,F
490,332.85,332.85,0.0,1,1,29,M
499,189.74,189.74,0.0,1,1,53,M
509,53.66,53.66,0.0,1,1,36,Unknown
530,83.0,83.0,0.0,1,1,66,F
574,13.11,13.11,0.0,1,1,22,F
600,80.13,80.13,0.0,1,1,40,M
634,72.8,72.8,0.0,1,1,60,M
638,538.38,538.38,0.0,1,1,46,M
660,13.85,13.85,0.0,1,1,41,F
669,68.51,68.51,0.0,1,1,39,M
675,166.88,166.88,0.0,1,1,65,M
719,428.04,428.04,0.0,1,1,63,Unknown
730,97.89,97.89,0.0,1,1,76,Unknown
739,147.63,147.63,0.0,1,1,35,F
769,77.7,77.7,0.0,1,1,54,M
778,78.9,78.9,0.0,1,1,28,F
810,125.08,125.08,0.0,1,1,23,M
834,36.76,36.76,0.0,1,1,37,F
850,93.71,93.71,0.0,1,1,59,F
855,480.34,480.34,0.0,1,1,69,M
891,113.14,113.14,0.0,1,1,45,F
924,96.78,96.78,0.0,1,1,72,M
950,80.43,80.43,0.0,1,1,76,F
951,89.7,89.7,0.0,1,1,73,F
961,2975.95,2975.95,0.0,1,1,25,Unknown
972,140.51,140.51,0.0,1,1,34,M
984,295.64,295.64,0.0,1,1,51,M
996,356.58,356.58,0.0,1,1,36,M
1006,1449.89,1449.89,0.0,1,1,40,M
1050,205.97,205.97,0.0,1,1,64,M
1061,64.46,64.46,0.0,1,1,75,F
1103,409.53,409.53,0.0,1,1,28,F
1113,122.24,122.24,0.0,1,1,28,F
1176,22.6,22.6,0.0,1,1,20,M
1219,1928.84,1928.84,0.0,1,1,42,F
1246,1428.1,1428.1,0.0,1,1,64,F
1257,1399.51,1399.51,0.0,1,1,56,M
1285,144.4,144.4,0.0,1,1,42,F
1320,173.72,173.72,0.0,1,1,38,M
1335,27.17,27.17,0.0,1,1,33,M
1365,88.82,88.82,0.0,1,1,60,F
1370,990.35,990.35,0.0,1,1,30,F
1374,181.37,181.37,0.0,1,1,21,M
1396,124.98,124.98,0.0,1,1,60,F
1413,335.23,335.23,0.0,1,1,45,F
1463,93.23,93.23,0.0,1,1,30,F
1473,77.32,77.32,0.0,1,1,21,M
1550,150.97,150.97,0.0,1,1,55,M
1606,829.02,829.02,0.0,1,1,76,Unknown
1617,849.93,849.93,0.0,1,1,29,F
1630,118.26,118.26,0.0,1,1,76,F
1665,117.89,117.89,0.0,1,1,27,M
1704,445.21,445.21,0.0,1,1,25,M
1736,151.06,151.06,0.0,1,1,62,Unknown
1741,34.97,34.97,0.0,1,1,44,F
1742,108.64,108.64,0.0,1,1,41,F
1799,220.37,220.37,0.0,1,1,40,F
1808,47.62,47.62,0.0,1,1,64,F
1837,85.97,85.97,0.0,1,1,75,F
1853,956.64,956.64,0.0,1,1,77,F
1890,2555.69,2555.69,0.0,1,1,23,F
1900,71.66,71.66,0.0,1,1,23,F
1920,277.52,277.52,0.0,1,1,58,M
1942,435.86,435.86,0.0,1,1,32,Unknown
1965,208.48,208.48,0.0,1,1,52,F
1985,182.65,182.65,0.0,1,1,36,F
1994,68.24,68.24,0.0,1,1,54,F
1995,215.06,215.06,0.0,1,1,68,F
2008,39.27,39.27,0.0,1,1,55,F
2034,71.89,71.89,0.0,1,1,38,F
2037,1209.36,1209.36,0.0,1,1,41,M
2063,417.48,417.48,0.0,1,1,49,M
2117,55.63,55.63,0.0,1,1,66,F
2128,299.94,299.94,0.0,1,1,56,M
2136,354.83,354.83,0.0,1,1,47,F
2142,102.44,102.44,0.0,1,1,23,M
2168,104.68,104.68,0.0,1,1,70,F
2190,84.8,84.8,0.0,1,1,32,F
2195,44.48,44.48,0.0,1,1,37,F
2242,251.98,251.98,0.0,1,1,20,Unknown
2244,792.61,792.61,0.0,1,1,60,M
2290,453.14,453.14,0.0,1,1,71,Unknown
2293,231.19,231.19,0.0,1,1,43,M
2411,224.84,224.84,0.0,1,1,75,F
2417,61.39,61.39,0.0,1,1,72,F
2448,169.11,169.11,0.0,1,1,69,M
2498,158.82,158.82,0.0,1,1,23,M
2512,15.63,15.63,0.0,1,1,27,M
2545,154.3,154.3,0.0,1,1,26,Unknown
2569,413.45,413.45,0.0,1,1,32,F
2582,1767.99,1767.99,0.0,1,1,45,F
2630,118.27,118.27,0.0,1,1,27,M
2631,817.32,817.32,0.0,1,1,69,M
2637,49.64,49.64,0.0,1,1,31,F
2644,109.73,109.73,0.0,1,1,72,Unknown
2666,242.06,242.06,0.0,1,1,62,F
2682,383.09,383.09,0.0,1,1,38,M
2706,60.08,60.08,0.0,1,1,73,Unknown
2740,2020.95,2020.95,0.0,1,1,58,M
2779,73.9,73.9,0.0,1,1,31,F
2784,72.58,72.58,0.0,1,1,64,F
2791,135.89,135.89,0.0,1,1,39,F
2795,691.08,691.08,0.0,1,1,68,M
2838,188.13,188.13,0.0,1,1,62,M
2870,2807.48,2807.48,0.0,1,1,71,F
2926,106.88,106.88,0.0,1,1,77,Unknown
2928,81.58,81.58,0.0,1,1,29,M
2931,46.5,46.5,0.0,1,1,41,F
2961,276.64,276.64,0.0,1,1,47,M
2962,99.98,99.98,0.0,1,1,47,F
2999,86.06,86.06,0.0,1,1,39,F
3064,112.65,112.65,0.0,1,1,59,M
3079,1595.02,1595.02,0.0,1,1,24,M
3117,24.96,24.96,0.0,1,1,31,M
3156,24.96,24.96,0.0,1,1,30,F
3176,1500.25,1500.25,0.0,1,1,69,M
3182,373.43,373.43,0.0,1,1,41,F
3197,99.39,99.39,0.0,1,1,53,M
3258,344.37,344.37,0.0,1,1,21,M
3268,194.26,194.26,0.0,1,1,77,M
3279,88.29,88.29,0.0,1,1,71,M
3339,1402.34,1402.34,0.0,1,1,74,F
3370,27.44,27.44,0.0,1,1,54,Unknown
3402,222.46,222.46,0.0,1,1,60,F
3409,45.31,45.31,0.0,1,1,20,F
3410,21.49,21.49,0.0,1,1,53,M
3433,357.31,357.31,0.0,1,1,60,F
3444,419.25,419.25,0.0,1,1,52,F
3530,216.72,216.72,0.0,1,1,76,F
3535,99.78,99.78,0.0,1,1,34,F
3546,85.87,85.87,0.0,1,1,43,M
3550,166.97,166.97,0.0,1,1,45,M
3554,148.84,148.84,0.0,1,1,70,F
3576,184.03,184.03,0.0,1,1,21,F
3604,20.04,20.04,0.0,1,1,71,Unknown
3608,11.88,11.88,0.0,1,1,23,F
3612,2134.7,2134.7,0.0,1,1,20,M
3613,319.17,319.17,0.0,1,1,36,M
3649,87.6,87.6,0.0,1,1,35,F
3673,276.96,276.96,0.0,1,1,47,Unknown
3674,59.1,59.1,0.0,1,1,23,Unknown
3720,1264.03,1264.03,0.0,1,1,51,M
3731,123.85,123.85,0.0,1,1,59,F
3739,105.68,105.68,0.0,1,1,38,F
3778,464.86,464.86,0.0,1,1,60,M
3807,180.57,180.57,0.0,1,1,60,F
3857,176.49,176.49,0.0,1,1,27,F
3898,121.28,121.28,0.0,1,1,41,M
3899,626.83,626.83,0.0,1,1,40,M
3969,119.54,119.54,0.0,1,1,31,F
3974,584.13,584.13,0.0,1,1,62,M
3989,127.07,127.07,0.0,1,1,54,M
4044,46.4,46.4,0.0,1,1,64,F
4052,397.61,397.61,0.0,1,1,32,F
4063,109.38,109.38,0.0,1,1,31,M
4125,164.15,164.15,0.0,1,1,22,F
4134,273.98,273.98,0.0,1,1,47,M
4198,75.34,75.34,0.0,1,1,24,M
4201,68.7,68.7,0.0,1,1,21,M
4202,1069.15,1069.15,0.0,1,1,33,F
4253,547.86,547.86,0.0,1,1,28,M
4279,2497.93,2497.93,0.0,1,1,76,F
4316,42.95,42.95,0.0,1,1,33,M
4324,2719.46,2719.46,0.0,1,1,75,M
4368,971.35,971.35,0.0,1,1,77,M
4373,166.92,166.92,0.0,1,1,69,M
4387,119.57,119.57,0.0,1,1,41,F
4413,28.77,28.77,0.0,1,1,38,F
4427,215.7,215.7,0.0,1,1,71,M
4430,759.65,759.65,0.0,1,1,21,M
4437,640.58,640.58,0.0,1,1,38,M
4446,489.29,489.29,0.0,1,1,26,M
4458,1497.15,1497.15,0.0,1,1,70,F
4516,215.92,215.92,0.0,1,1,45,F
4533,89.41,89.41,0.0,1,1,74,M
4553,57.12,57.12,0.0,1,1,48,F
4577,733.13,733.13,0.0,1,1,66,M
4634,205.45,205.45,0.0,1,1,23,F
4652,941.57,941.57,0.0,1,1,38,M
4656,697.16,697.16,0.0,1,1,58,M
4694,128.8,128.8,0.0,1,1,74,F
4718,2871.87,2871.87,0.0,1,1,41,M
4751,347.54,347.54,0.0,1,1,23,M
4793,48.86,48.86,0.0,1,1,43,Unknown
4799,269.81,269.81,0.0,1,1,67,M
4800,189.24,189.24,0.0,1,1,53,M
4821,396.07,396.07,0.0,1,1,76,M
4823,2345.58,2345.58,0.0,1,1,63,M
4838,180.52,180.52,0.0,1,1,59,M
4842,792.04,792.04,0.0,1,1,60,M
4854,297.65,297.65,0.0,1,1,22,F
4876,190.71,190.71,0.0,1,1,64,F
4905,80.36,80.36,0.0,1,1,26,M
4912,124.85,124.85,0.0,1,1,49,M
4926,405.84,405.84,0.0,1,1,20,M
4939,2373.68,2373.68,0.0,1,1,39,F
4948,111.6,111.6,0.0,1,1,49,F
4987,168.66,168.66,0.0,1,1,42,M
5003,465.45,465.45,0.0,1,1,51,M
5006,161.7,161.7,0.0,1,1,66,F
5018,409.39,409.39,0.0,1,1,62,F
5028,18.14,18.14,0.0,1,1,67,M
5036,575.53,575.53,0.0,1,1,28,M
5045,217.49,217.49,0.0,1,1,20,M
5060,262.17,262.17,0.0,1,1,36,M
5068,887.99,887.99,0.0,1,1,50,M
5106,210.32,210.32,0.0,1,1,37,F
5145,14.42,14.42,0.0,1,1,27,M
5147,256.94,256.94,0.0,1,1,68,F
5155,388.21,388.21,0.0,1,1,69,M
5164,28.46,28.46,0.0,1,1,52,F
5234,31.98,31.98,0.0,1,1,39,M
5266,470.87,470.87,0.0,1,1,75,M
5275,1000.94,1000.94,0.0,1,1,64,M
5277,49.75,49.75,0.0,1,1,65,F
5303,250.21,250.21,0.0,1,1,48,M
5330,163.1,163.1,0.0,1,1,73,M
5385,87.19,87.19,0.0,1,1,73,F
5403,356.81,356.81,0.0,1,1,24,Unknown
5424,1484.57,1484.57,0.0,1,1,61,F
5463,101.94,101.94,0.0,1,1,50,M
5467,1524.12,1524.12,0.0,1,1,53,F
5476,476.85,476.85,0.0,1,1,76,Unknown
5477,131.19,131.19,0.0,1,1,34,M
5486,1439.15,1439.15,0.0,1,1,22,M
5498,209.51,209.51,0.0,1,1,47,F
5512,1120.23,1120.23,0.0,1,1,28,F
5521,289.3,289.3,0.0,1,1,76,Unknown
5526,169.51,169.51,0.0,1,1,71,M
5527,963.51,963.51,0.0,1,1,62,F
5553,200.47,200.47,0.0,1,1,31,M
5565,2774.31,2774.31,0.0,1,1,57,M
5581,21.47,21.47,0.0,1,1,62,M
5584,81.76,81.76,0.0,1,1,50,F
5595,2574.32,2574.32,0.0,1,1,49,F
5604,281.2,281.2,0.0,1,1,71,F
5605,2370.18,2370.18,0.0,1,1,21,M
5659,185.06,185.06,0.0,1,1,63,F
5661,289.18,289.18,0.0,1,1,55,M
5667,22.41,22.41,0.0,1,1,34,F
5668,74.77,74.77,0.0,1,1,45,F
5680,496.76,496.76,0.0,1,1,45,F
5707,955.38,955.38,0.0,1,1,38,F
5725,65.14,65.14,0.0,1,1,64,F
5744,358.22,358.22,0.0,1,1,74,M
5786,775.66,775.66,0.0,1,1,56,M
5793,538.53,538.53,0.0,1,1,30,M
5812,213.59,213.59,0.0,1,1,74,F
5852,326.67,326.67,0.0,1,1,29,M
5871,1029.27,1029.27,0.0,1,1,77,F
5914,64.84,64.84,0.0,1,1,38,Unknown
5938,79.32,79.32,0.0,1,1,26,M
6081,2086.74,2086.74,0.0,1,1,47,M
6133,46.47,46.47,0.0,1,1,33,M
6173,14.99,14.99,0.0,1,1,49,F
6203,60.04,60.04,0.0,1,1,46,F
6206,647.98,647.98,0.0,1,1,31,M
6209,14.36,14.36,0.0,1,1,61,M
6222,2274.4,2274.4,0.0,1,1,34,F
6225,38.7,38.7,0.0,1,1,71,F
6229,2796.74,2796.74,0.0,1,1,65,F
6284,707.12,707.12,0.0,1,1,27,M
6296,54.28,54.28,0.0,1,1,73,F
6309,80.97,80.97,0.0,1,1,23,Unknown
6332,14.67,14.67,0.0,1,1,76,F
6361,172.89,172.89,0.0,1,1,49,M
6375,92.11,92.11,0.0,1,1,32,M
6376,483.97,483.97,0.0,1,1,68,F
6395,92.97,92.97,0.0,1,1,34,F
6434,15.68,15.68,0.0,1,1,41,M
6447,236.25,236.25,0.0,1,1,67,F
6461,188.95,188.95,0.0,1,1,50,F
6463,12.11,12.11,0.0,1,1,34,F
6466,62.51,62.51,0.0,1,1,76,M
6469,96.9,96.9,0.0,1,1,41,M
6510,119.6,119.6,0.0,1,1,48,M
6525,774.24,774.24,0.0,1,1,66,F
6526,344.11,344.11,0.0,1,1,56,F
6535,78.58,78.58,0.0,1,1,25,M
6559,24.96,24.96,0.0,1,1,22,F
6572,203.75,203.75,0.0,1,1,45,M
6590,18.69,18.69,0.0,1,1,71,M
6597,68.61,68.61,0.0,1,1,35,F
6602,2865.86,2865.86,0.0,1,1,56,Unknown
6619,735.02,735.02,0.0,1,1,63,F
6659,2845.25,2845.25,0.0,1,1,63,F
6660,102.31,102.31,0.0,1,1,49,M
6662,288.75,288.75,0.0,1,1,28,M
6685,34.14,34.14,0.0,1,1,64,M
6734,125.21,125.21,0.0,1,1,65,F
6749,145.15,145.15,0.0,1,1,72,M
6794,478.69,478.69,0.0,1,1,74,M
6800,198.14,198.14,0.0,1,1,75,Unknown
6806,59.39,59.39,0.0,1,1,72,M
6832,264.56,264.56,0.0,1,1,76,F
6858,47.78,47.78,0.0,1,1,71,F
6870,84.27,84.27,0.0,1,1,41,Unknown
6887,282.72,282.72,0.0,1,1,46,Unknown
6905,366.56,366.56,0.0,1,1,44,M
6935,17.06,17.06,0.0,1,1,65,F
6994,79.06,79.06,0.0,1,1,70,F
6998,1935.91,1935.91,0.0,1,1,52,F
7010,610.69,610.69,0.0,1,1,22,Unknown
7015,47.16,47.16,0.0,1,1,57,M
7020,1550.34,1550.34,0.0,1,1,43,Unknown
7065,223.72,223.72,0.0,1,1,45,M
7083,692.24,692.24,0.0,1,1,45,F
7099,2964.13,2964.13,0.0,1,1,50,F
7101,105.29,105.29,0.0,1,1,62,Unknown
7117,245.09,245.09,0.0,1,1,41,Unknown
7139,117.08,117.08,0.0,1,1,72,M
7150,23.98,23.98,0.0,1,1,67,F
7159,78.96,78.96,0.0,1,1,55,Unknown
7167,2337.8,2337.8,0.0,1,1,24,F
7204,175.27,175.27,0.0,1,1,67,F
7219,21.95,21.95,0.0,1,1,35,F
