customer_id,Clothing,Cosmetic,Electronics,Market,Restaurant,Travel
29,0.0,0.0,0.0,0.0,27.02,0.0
51,0.0,0.0,0.0,0.0,0.0,1898.56
54,166.3,0.0,0.0,0.0,0.0,0.0
83,125.85,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,18.16,0.0
105,0.0,0.0,0.0,0.0,76.82,0.0
110,231.57,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,169.44,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,129.93
154,0.0,0.0,0.0,12.85,0.0,0.0
183,0.0,0.0,0.0,0.0,82.04,0.0
238,0.0,0.0,0.0,0.0,48.11,0.0
247,165.62,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,414.07,0.0,0.0,0.0
270,0.0,0.0,952.45,0.0,0.0,0.0
332,0.0,90.1,0.0,0.0,0.0,0.0
351,0.0,0.0,616.82,0.0,0.0,0.0
376,0.0,0.0,387.2,0.0,0.0,0.0
381,0.0,13.29,0.0,0.0,0.0,0.0
417,0.0,172.07,0.0,0.0,0.0,0.0
427,0.0,119.49,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,168.26,0.0,0.0
440,0.0,148.52,0.0,0.0,0.0,0.0
443,0.0,42.16,0.0,0.0,0.0,0.0
444,154.71,0.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0,66.28,0.0
489,179.52,0.0,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,332.85,0.0,0.0
499,189.74,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0,53.66,0.0
530,0.0,0.0,0.0,0.0,83.0,0.0
574,0.0,0.0,0.0,0.0,13.11,0.0
600,0.0,0.0,0.0,0.0,80.13,0.0
634,0.0,0.0,0.0,0.0,72.8,0.0
638,0.0,0.0,0.0,0.0,0.0,538.38
660,0.0,0.0,0.0,0.0,13.85,0.0
669,0.0,0.0,0.0,0.0,68.51,0.0
675,0.0,166.88,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,428.04,0.0,0.0
730,0.0,0.0,0.0,0.0,97.89,0.0
739,147.63,0.0,0.0,0.0,0.0,0.0
769,0.0,0.0,0.0,0.0,77.7,0.0
778,0.0,0.0,0.0,0.0,78.9,0.0
810,0.0,125.08,0.0,0.0,0.0,0.0
834,0.0,36.76,0.0,0.0,0.0,0.0
850,0.0,0.0,0.0,0.0,93.71,0.0
855,0.0,0.0,0.0,480.34,0.0,0.0
891,0.0,0.0,0.0,113.14,0.0,0.0
924,0.0,0.0,0.0,0.0,96.78,0.0
950,0.0,0.0,0.0,80.43,0.0,0.0
951,0.0,0.0,0.0,89.7,0.0,0.0
961,0.0,0.0,0.0,0.0,0.0,2975.95
972,140.51,0.0,0.0,0.0,0.0,0.0
984,295.64,0.0,0.0,0.0,0.0,0.0
996,0.0,0.0,0.0,356.58,0.0,0.0
1006,0.0,0.0,0.0,0.0,0.0,1449.89
1050,205.97,0.0,0.0,0.0,0.0,0.0
1061,0.0,64.46,0.0,0.0,0.0,0.0
1103,0.0,0.0,409.53,0.0,0.0,0.0
1113,0.0,0.0,122.24,0.0,0.0,0.0
1176,0.0,0.0,0.0,0.0,22.6,0.0
1219,0.0,0.0,0.0,0.0,0.0,1928.84
1246,0.0,0.0,0.0,0.0,0.0,1428.1
1257,0.0,0.0,0.0,0.0,0.0,1399.51
1285,0.0,0.0,0.0,144.4,0.0,0.0
1320,0.0,173.72,0.0,0.0,0.0,0.0
1335,0.0,0.0,0.0,27.17,0.0,0.0
1365,0.0,0.0,0.0,0.0,88.82,0.0
1370,0.0,0.0,990.35,0.0,0.0,0.0
1374,181.37,0.0,0.0,0.0,0.0,0.0
1396,0.0,124.98,0.0,0.0,0.0,0.0
1413,0.0,0.0,335.23,0.0,0.0,0.0
1463,0.0,0.0,0.0,0.0,93.23,0.0
1473,0.0,0.0,0.0,0.0,77.32,0.0
1550,0.0,150.97,0.0,0.0,0.0,0.0
1606,0.0,0.0,829.02,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0,0.0,849.93
1630,118.26,0.0,0.0,0.0,0.0,0.0
1665,117.89,0.0,0.0,0.0,0.0,0.0
1704,0.0,0.0,445.21,0.0,0.0,0.0
1736,0.0,151.06,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,34.97,0.0,0.0
1742,108.64,0.0,0.0,0.0,0.0,0.0
1799,220.37,0.0,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,47.62,0.0,0.0
1837,0.0,85.97,0.0,0.0,0.0,0.0
1853,0.0,0.0,956.64,0.0,0.0,0.0
1890,0.0,0.0,0.0,0.0,0.0,2555.69
1900,0.0,71.66,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,277.52,0.0,0.0
1942,0.0,0.0,435.86,0.0,0.0,0.0
1965,208.48,0.0,0.0,0.0,0.0,0.0
1985,182.65,0.0,0.0,0.0,0.0,0.0
1994,0.0,68.24,0.0,0.0,0.0,0.0
1995,0.0,0.0,0.0,215.06,0.0,0.0
2008,39.27,0.0,0.0,0.0,0.0,0.0
2034,0.0,0.0,0.0,0.0,71.89,0.0
2037,0.0,0.0,0.0,0.0,0.0,1209.36
2063,0.0,0.0,0.0,417.48,0.0,0.0
2117,0.0,0.0,0.0,0.0,55.63,0.0
2128,0.0,0.0,0.0,299.94,0.0,0.0
2136,0.0,0.0,0.0,354.83,0.0,0.0
2142,102.44,0.0,0.0,0.0,0.0,0.0
2168,104.68,0.0,0.0,0.0,0.0,0.0
2190,0.0,84.8,0.0,0.0,0.0,0.0
2195,0.0,44.48,0.0,0.0,0.0,0.0
2242,0.0,0.0,251.98,0.0,0.0,0.0
2244,0.0,0.0,792.61,0.0,0.0,0.0
2290,0.0,0.0,0.0,453.14,0.0,0.0
2293,231.19,0.0,0.0,0.0,0.0,0.0
2411,0.0,0.0,0.0,224.84,0.0,0.0
2417,0.0,0.0,0.0,0.0,61.39,0.0
2448,169.11,0.0,0.0,0.0,0.0,0.0
2498,158.82,0.0,0.0,0.0,0.0,0.0
2512,0.0,0.0,0.0,0.0,15.63,0.0
2545,0.0,154.3,0.0,0.0,0.0,0.0
2569,0.0,0.0,0.0,413.45,0.0,0.0
2582,0.0,0.0,0.0,0.0,0.0,1767.99
2630,0.0,0.0,118.27,0.0,0.0,0.0
2631,0.0,0.0,817.32,0.0,0.0,0.0
2637,0.0,0.0,0.0,0.0,49.64,0.0
2644,0.0,0.0,0.0,109.73,0.0,0.0
2666,242.06,0.0,0.0,0.0,0.0,0.0
2682,0.0,0.0,383.09,0.0,0.0,0.0
2706,0.0,0.0,0.0,0.0,60.08,0.0
2740,0.0,0.0,0.0,0.0,0.0,2020.95
2779,0.0,73.9,0.0,0.0,0.0,0.0
2784,72.58,0.0,0.0,0.0,0.0,0.0
2791,0.0,0.0,135.89,0.0,0.0,0.0
2795,0.0,0.0,691.08,0.0,0.0,0.0
2838,0.0,188.13,0.0,0.0,0.0,0.0
2870,0.0,0.0,0.0,0.0,0.0,2807.48
2926,106.88,0.0,0.0,0.0,0.0,0.0
2928,81.58,0.0,0.0,0.0,0.0,0.0
2931,0.0,0.0,0.0,0.0,46.5,0.0
2961,276.64,0.0,0.0,0.0,0.0,0.0
2962,99.98,0.0,0.0,0.0,0.0,0.0
2999,0.0,0.0,0.0,0.0,86.06,0.0
3064,0.0,0.0,0.0,112.65,0.0,0.0
3079,0.0,0.0,0.0,0.0,0.0,1595.02
3117,0.0,24.96,0.0,0.0,0.0,0.0
3156,0.0,0.0,0.0,0.0,24.96,0.0
3176,0.0,0.0,0.0,0.0,0.0,1500.25
3182,0.0,0.0,0.0,373.43,0.0,0.0
3197,0.0,0.0,0.0,99.39,0.0,0.0
3258,0.0,0.0,344.37,0.0,0.0,0.0
3268,0.0,0.0,194.26,0.0,0.0,0.0
3279,0.0,88.29,0.0,0.0,0.0,0.0
3339,0.0,0.0,0.0,0.0,0.0,1402.34
3370,27.44,0.0,0.0,0.0,0.0,0.0
3402,222.46,0.0,0.0,0.0,0.0,0.0
3409,0.0,45.31,0.0,0.0,0.0,0.0
3410,0.0,0.0,0.0,0.0,21.49,0.0
3433,0.0,0.0,0.0,357.31,0.0,0.0
3444,0.0,0.0,0.0,419.25,0.0,0.0
3530,0.0,0.0,0.0,0.0,0.0,216.72
3535,0.0,0.0,0.0,0.0,99.78,0.0
3546,0.0,85.87,0.0,0.0,0.0,0.0
3550,0.0,0.0,0.0,166.97,0.0,0.0
3554,0.0,0.0,0.0,148.84,0.0,0.0
3576,0.0,184.03,0.0,0.0,0.0,0.0
3604,0.0,20.04,0.0,0.0,0.0,0.0
3608,0.0,0.0,0.0,0.0,11.88,0.0
3612,0.0,0.0,0.0,0.0,0.0,2134.7
3613,0.0,0.0,0.0,319.17,0.0,0.0
3649,0.0,0.0,0.0,87.6,0.0,0.0
3673,276.96,0.0,0.0,0.0,0.0,0.0
3674,0.0,0.0,0.0,0.0,59.1,0.0
3720,0.0,0.0,0.0,0.0,0.0,1264.03
3731,123.85,0.0,0.0,0.0,0.0,0.0
3739,0.0,0.0,0.0,105.68,0.0,0.0
3778,0.0,0.0,0.0,464.86,0.0,0.0
3807,0.0,180.57,0.0,0.0,0.0,0.0
3857,176.49,0.0,0.0,0.0,0.0,0.0
3898,121.28,0.0,0.0,0.0,0.0,0.0
3899,0.0,0.0,626.83,0.0,0.0,0.0
3969,0.0,0.0,0.0,0.0,0.0,119.54
3974,0.0,0.0,584.13,0.0,0.0,0.0
3989,127.07,0.0,0.0,0.0,0.0,0.0
4044,0.0,0.0,0.0,0.0,46.4,0.0
4052,0.0,0.0,397.61,0.0,0.0,0.0
4063,0.0,0.0,0.0,109.38,0.0,0.0
4125,164.15,0.0,0.0,0.0,0.0,0.0
4134,0.0,0.0,273.98,0.0,0.0,0.0
4198,0.0,0.0,0.0,0.0,75.34,0.0
4201,68.7,0.0,0.0,0.0,0.0,0.0
4202,0.0,0.0,0.0,0.0,0.0,1069.15
4253,0.0,0.0,0.0,0.0,0.0,547.86
4279,0.0,0.0,0.0,0.0,0.0,2497.93
4316,0.0,0.0,0.0,0.0,42.95,0.0
4324,0.0,0.0,0.0,0.0,0.0,2719.46
4368,0.0,0.0,971.35,0.0,0.0,0.0
4373,0.0,0.0,166.92,0.0,0.0,0.0
4387,0.0,119.57,0.0,0.0,0.0,0.0
4413,28.77,0.0,0.0,0.0,0.0,0.0
4427,215.7,0.0,0.0,0.0,0.0,0.0
4430,0.0,0.0,759.65,0.0,0.0,0.0
4437,0.0,0.0,640.58,0.0,0.0,0.0
4446,0.0,0.0,0.0,489.29,0.0,0.0
4458,0.0,0.0,0.0,0.0,0.0,1497.15
4516,215.92,0.0,0.0,0.0,0.0,0.0
4533,89.41,0.0,0.0,0.0,0.0,0.0
4553,0.0,0.0,0.0,0.0,57.12,0.0
4577,0.0,0.0,733.13,0.0,0.0,0.0
4634,0.0,0.0,205.45,0.0,0.0,0.0
4652,0.0,0.0,941.57,0.0,0.0,0.0
4656,0.0,0.0,0.0,0.0,0.0,697.16
4694,0.0,0.0,0.0,128.8,0.0,0.0
4718,0.0,0.0,0.0,0.0,0.0,2871.87
4751,0.0,0.0,0.0,347.54,0.0,0.0
4793,0.0,0.0,0.0,0.0,48.86,0.0
4799,269.81,0.0,0.0,0.0,0.0,0.0
4800,0.0,0.0,189.24,0.0,0.0,0.0
4821,0.0,0.0,396.07,0.0,0.0,0.0
4823,0.0,0.0,0.0,0.0,0.0,2345.58
4838,180.52,0.0,0.0,0.0,0.0,0.0
4842,0.0,0.0,792.04,0.0,0.0,0.0
4854,297.65,0.0,0.0,0.0,0.0,0.0
4876,190.71,0.0,0.0,0.0,0.0,0.0
4905,0.0,80.36,0.0,0.0,0.0,0.0
4912,0.0,124.85,0.0,0.0,0.0,0.0
4926,0.0,0.0,0.0,405.84,0.0,0.0
4939,0.0,0.0,0.0,0.0,0.0,2373.68
4948,111.6,0.0,0.0,0.0,0.0,0.0
4987,168.66,0.0,0.0,0.0,0.0,0.0
5003,0.0,0.0,0.0,465.45,0.0,0.0
5006,0.0,161.7,0.0,0.0,0.0,0.0
5018,0.0,0.0,0.0,409.39,0.0,0.0
5028,0.0,0.0,0.0,0.0,18.14,0.0
5036,0.0,0.0,575.53,0.0,0.0,0.0
5045,217.49,0.0,0.0,0.0,0.0,0.0
5060,0.0,0.0,0.0,0.0,0.0,262.17
5068,0.0,0.0,887.99,0.0,0.0,0.0
5106,0.0,0.0,0.0,210.32,0.0,0.0
5145,0.0,0.0,0.0,0.0,14.42,0.0
5147,0.0,0.0,0.0,256.94,0.0,0.0
5155,0.0,0.0,0.0,388.21,0.0,0.0
5164,0.0,0.0,0.0,0.0,28.46,0.0
5234,0.0,31.98,0.0,0.0,0.0,0.0
5266,0.0,0.0,0.0,470.87,0.0,0.0
5275,0.0,0.0,0.0,0.0,0.0,1000.94
5277,0.0,0.0,0.0,49.75,0.0,0.0
5303,0.0,0.0,0.0,250.21,0.0,0.0
5330,0.0,163.1,0.0,0.0,0.0,0.0
5385,0.0,0.0,0.0,87.19,0.0,0.0
5403,0.0,0.0,0.0,356.81,0.0,0.0
5424,0.0,0.0,0.0,0.0,0.0,1484.57
5463,0.0,101.94,0.0,0.0,0.0,0.0
5467,0.0,0.0,0.0,0.0,0.0,1524.12
5476,0.0,0.0,476.85,0.0,0.0,0.0
5477,0.0,131.19,0.0,0.0,0.0,0.0
5486,0.0,0.0,0.0,0.0,0.0,1439.15
5498,0.0,0.0,209.51,0.0,0.0,0.0
5512,0.0,0.0,0.0,0.0,0.0,1120.23
5521,289.3,0.0,0.0,0.0,0.0,0.0
5526,0.0,0.0,0.0,169.51,0.0,0.0
5527,0.0,0.0,963.51,0.0,0.0,0.0
5553,0.0,0.0,0.0,200.47,0.0,0.0
5565,0.0,0.0,0.0,0.0,0.0,2774.31
5581,0.0,21.47,0.0,0.0,0.0,0.0
5584,0.0,81.76,0.0,0.0,0.0,0.0
5595,0.0,0.0,0.0,0.0,0.0,2574.32
5604,0.0,0.0,0.0,281.2,0.0,0.0
5605,0.0,0.0,0.0,0.0,0.0,2370.18
5659,185.06,0.0,0.0,0.0,0.0,0.0
5661,289.18,0.0,0.0,0.0,0.0,0.0
